eyelib-test-fixation,2019-10-02T16:39:26
timestamp (ms),epoch (ms),target duration (ms),,,DT points,DT dmax,VT dmax
21278232,1570048766898,750,750,0,4,30,7
eye tracker,,target,,,raw gaze,,smoothed gaze,,fixation detection,,,,,fixation on object (ET)
timestamp (ms),tracking,x,y,active,x,y,x,y,ET,DT,dispersion,VT,displacement,target ID,fixation point error,count of fixations,sum duration (ms),average duration (ms),interval (ms)
238226451,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226468,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226484,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226501,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226518,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226535,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226551,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226568,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226584,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226601,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226618,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226634,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226651,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226668,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226685,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226701,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226718,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226734,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226751,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226768,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226785,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226801,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226817,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226834,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226851,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226867,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226884,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226901,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226918,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226934,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226951,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226967,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238226984,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227000,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227017,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227034,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227051,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227067,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227084,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227102,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227117,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227134,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227150,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227167,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227184,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227200,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227217,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227234,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227250,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227267,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227284,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227301,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227317,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227333,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227350,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227367,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227383,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227400,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227417,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227433,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227450,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227467,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227483,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227500,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227517,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227534,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227550,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227566,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227583,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227600,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227616,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227633,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227650,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227667,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227683,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227700,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227716,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227733,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227750,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227768,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227783,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227800,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227816,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227833,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227850,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227866,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227883,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227900,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227917,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227934,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227949,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227966,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227983,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238227999,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228016,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228033,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228050,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228066,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228083,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228100,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228116,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228133,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,
238228149,false,0,0,false,0,0,0,0,false,false,404.757,false,321.271,

 ,,target,,,,,,,,,,,,,,fixation on object (ET)
 ,,number,x,y,,,,,,,,,,,,count of fixations,sum duration (ms),average duration (ms),interval (ms)
 ,,0,86,86,,,,,,,,,,,,0,0,,0
 ,,1,800,86,,,,,,,,,,,,0,0,,0
 ,,2,1514,86,,,,,,,,,,,,0,0,,0
 ,,3,86,430,,,,,,,,,,,,0,0,,0
 ,,4,800,430,,,,,,,,,,,,0,0,,0
 ,,5,1514,430,,,,,,,,,,,,0,0,,0
 ,,6,86,774,,,,,,,,,,,,0,0,,0
 ,,7,800,774,,,,,,,,,,,,0,0,,0
 ,,8,1514,774,,,,,,,,,,,,0,0,,0


 ,,target,,,,,,,,,,,,,,fixation on object (DT)
 ,,number,x,y,,,,,,,,,,,,count of fixations,sum duration (ms),average duration (ms),interval (ms)
 ,,0,86,86,,,,,,,,,,,,0,0,,0
 ,,1,800,86,,,,,,,,,,,,0,0,,0
 ,,2,1514,86,,,,,,,,,,,,0,0,,0
 ,,3,86,430,,,,,,,,,,,,0,0,,0
 ,,4,800,430,,,,,,,,,,,,0,0,,0
 ,,5,1514,430,,,,,,,,,,,,0,0,,0
 ,,6,86,774,,,,,,,,,,,,0,0,,0
 ,,7,800,774,,,,,,,,,,,,0,0,,0
 ,,8,1514,774,,,,,,,,,,,,0,0,,0


 ,,target,,,,,,,,,,,,,,fixation on object (VT)
 ,,number,x,y,,,,,,,,,,,,count of fixations,sum duration (ms),average duration (ms),interval (ms)
 ,,0,86,86,,,,,,,,,,,,0,0,,0
 ,,1,800,86,,,,,,,,,,,,0,0,,0
 ,,2,1514,86,,,,,,,,,,,,0,0,,0
 ,,3,86,430,,,,,,,,,,,,0,0,,0
 ,,4,800,430,,,,,,,,,,,,0,0,,0
 ,,5,1514,430,,,,,,,,,,,,0,0,,0
 ,,6,86,774,,,,,,,,,,,,0,0,,0
 ,,7,800,774,,,,,,,,,,,,0,0,,0
 ,,8,1514,774,,,,,,,,,,,,0,0,,0

