eyelib-datalog,2016-10-10T16:31:12
time_sync_ms,timestamp,time_ms,tracking.bits,tracking.gaze,tracking.eyes,tracking.user,tracking.fail,tracking.lost,fixation,raw_px.x,raw_px.y,avg_px.x,avg_px.y,pupil_left.center.x,pupil_left.center.y,pupil_left.size,pupil_right.center.x,pupil_right.center.y,pupil_right.size
28669525,2016-10-10 16:31:18.125,810211949,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669572,2016-10-10 16:31:18.158,810211982,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669603,2016-10-10 16:31:18.191,810212015,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669634,2016-10-10 16:31:18.225,810212049,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669666,2016-10-10 16:31:18.258,810212082,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669697,2016-10-10 16:31:18.291,810212115,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669728,2016-10-10 16:31:18.325,810212149,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669759,2016-10-10 16:31:18.358,810212182,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669806,2016-10-10 16:31:18.391,810212215,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669900,2016-10-10 16:31:18.425,810212249,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669900,2016-10-10 16:31:18.458,810212282,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669900,2016-10-10 16:31:18.491,810212315,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28669931,2016-10-10 16:31:18.524,810212348,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669962,2016-10-10 16:31:18.557,810212381,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28669993,2016-10-10 16:31:18.591,810212415,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670040,2016-10-10 16:31:18.624,810212448,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28670056,2016-10-10 16:31:18.657,810212481,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670087,2016-10-10 16:31:18.691,810212515,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670134,2016-10-10 16:31:18.724,810212548,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670227,2016-10-10 16:31:18.758,810212582,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670227,2016-10-10 16:31:18.824,810212648,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670290,2016-10-10 16:31:18.858,810212682,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28670290,2016-10-10 16:31:18.890,810212714,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670336,2016-10-10 16:31:18.924,810212748,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670368,2016-10-10 16:31:18.957,810212781,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670399,2016-10-10 16:31:18.991,810212815,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670430,2016-10-10 16:31:19.024,810212848,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670492,2016-10-10 16:31:19.058,810212882,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28670492,2016-10-10 16:31:19.090,810212914,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670586,2016-10-10 16:31:19.124,810212948,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670586,2016-10-10 16:31:19.157,810212981,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670602,2016-10-10 16:31:19.190,810213014,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670633,2016-10-10 16:31:19.224,810213048,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670664,2016-10-10 16:31:19.257,810213081,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670695,2016-10-10 16:31:19.290,810213114,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670726,2016-10-10 16:31:19.324,810213148,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670758,2016-10-10 16:31:19.357,810213181,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670804,2016-10-10 16:31:19.390,810213214,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670836,2016-10-10 16:31:19.424,810213248,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670914,2016-10-10 16:31:19.457,810213281,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670914,2016-10-10 16:31:19.491,810213315,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670929,2016-10-10 16:31:19.523,810213347,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670960,2016-10-10 16:31:19.557,810213381,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28670992,2016-10-10 16:31:19.590,810213414,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671038,2016-10-10 16:31:19.624,810213448,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671070,2016-10-10 16:31:19.657,810213481,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671101,2016-10-10 16:31:19.690,810213514,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671132,2016-10-10 16:31:19.723,810213547,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671163,2016-10-10 16:31:19.757,810213581,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671241,2016-10-10 16:31:19.790,810213614,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671241,2016-10-10 16:31:19.823,810213647,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28671257,2016-10-10 16:31:19.856,810213680,0x10,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0
28671304,2016-10-10 16:31:19.890,810213714,0x10,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0
28671335,2016-10-10 16:31:19.923,810213747,0x07,true,true,true,false,false,false,1044.77,455.071,1044.77,455.071,0,0,0,0.5859,0.4689,23.438
28671382,2016-10-10 16:31:19.957,810213781,0x07,true,true,true,false,false,false,1053.72,619.521,1049.25,537.401,0,0,0,0.5861,0.4695,23.6939
28671397,2016-10-10 16:31:19.990,810213814,0x07,true,true,true,false,false,false,1161.49,404.426,1053.92,528.663,0.4572,0.474,22.3386,0.5863,0.4696,24.4931
28671428,2016-10-10 16:31:20.023,810213847,0x07,true,true,true,false,false,false,1215.18,485.921,1116.61,515.704,0.457,0.476,23.1733,0.5861,0.4708,24.9985
28671460,2016-10-10 16:31:20.057,810213881,0x07,true,true,true,false,false,false,1215.24,489.179,1140.53,512.333,0.4568,0.478,23.1976,0.586,0.4722,24.164
28671491,2016-10-10 16:31:20.090,810213914,0x07,true,true,true,false,false,false,1174.93,368.521,1175.06,496.005,0.4568,0.4774,21.3008,0.5858,0.4734,24.3897
28671538,2016-10-10 16:31:20.123,810213947,0x07,true,true,true,false,false,false,1188.7,484.039,1190.41,485.303,0.4562,0.4791,22.2826,0.5856,0.4747,24.4433
28671569,2016-10-10 16:31:20.156,810213980,0x07,true,true,true,false,false,false,1207.05,578.122,1220.46,502.174,0.4555,0.4805,23.5535,0.5845,0.4754,24.6631
28671600,2016-10-10 16:31:20.190,810214014,0x07,true,true,true,false,false,false,1143.78,550.157,1158.1,518.535,0.4547,0.4804,23.3341,0.5835,0.4746,23.5858
28671631,2016-10-10 16:31:20.223,810214047,0x07,true,true,true,false,false,false,1185.77,479.786,1169.72,512.36,0.4544,0.4798,22.4706,0.5835,0.4741,23.3881
28671662,2016-10-10 16:31:20.256,810214080,0x07,true,true,true,false,false,false,1165.44,463.772,1170.36,507.291,0.4547,0.4793,22.0338,0.5836,0.4736,22.6415
28671693,2016-10-10 16:31:20.290,810214114,0x07,true,true,true,false,false,false,1180.49,513.461,1167.28,505.933,0.4552,0.4787,21.3642,0.5843,0.4735,22.8522
28671725,2016-10-10 16:31:20.323,810214147,0x07,true,true,true,false,false,true,1206.17,529.294,1168.98,505.493,0.456,0.4783,20.9529,0.585,0.4733,22.5026
28671771,2016-10-10 16:31:20.356,810214180,0x07,true,true,true,false,false,true,1182.74,464.013,1159.39,506.924,0.4562,0.4775,20.1568,0.5853,0.4728,22.0712
28671803,2016-10-10 16:31:20.390,810214214,0x07,true,true,true,false,false,true,1157.42,472.829,1164.39,504.349,0.4564,0.4773,19.5072,0.5852,0.4724,21.0874
28671834,2016-10-10 16:31:20.423,810214247,0x07,true,true,true,false,false,true,1148.73,468.699,1169.86,501.599,0.4564,0.4775,20.0023,0.5851,0.4725,20.8211
28671865,2016-10-10 16:31:20.456,810214280,0x07,true,true,true,false,false,true,1159.55,520.076,1170.47,500.552,0.4563,0.4779,19.6138,0.5851,0.4727,21.1223
28671897,2016-10-10 16:31:20.489,810214313,0x07,true,true,true,false,false,true,1124.89,403.426,1179.73,497.129,0.4565,0.4777,19.0652,0.5851,0.4723,20.0832
28671927,2016-10-10 16:31:20.523,810214347,0x07,true,true,true,false,false,true,1151.55,396.043,1170.44,496.508,0.4568,0.4775,18.9126,0.5857,0.4724,20.0669
28671959,2016-10-10 16:31:20.556,810214380,0x07,true,true,true,false,false,true,1197.65,458.159,1168.09,494.738,0.4576,0.4777,18.5977,0.5862,0.4728,19.6998
28672021,2016-10-10 16:31:20.591,810214415,0x07,true,true,true,false,false,true,1167.6,370.399,1160.35,493.591,0.4583,0.4773,17.7457,0.5868,0.473,19.4671
28672021,2016-10-10 16:31:20.622,810214446,0x07,true,true,true,false,false,false,1102.13,419.863,1069.47,480.803,0.4581,0.4779,18.4851,0.5869,0.4734,19.5167
28672068,2016-10-10 16:31:20.655,810214479,0x07,true,true,true,false,false,false,1154,417.447,1157.67,456.809,0.4582,0.4781,17.5003,0.5868,0.4734,19.1171
28672099,2016-10-10 16:31:20.689,810214513,0x07,true,true,true,false,false,false,1166.56,403.721,1156.95,454.681,0.458,0.4782,17.546,0.5865,0.4732,18.7931
28672130,2016-10-10 16:31:20.723,810214547,0x07,true,true,true,false,false,false,1148.39,405.018,1155.51,452.77,0.4579,0.4782,17.6363,0.5866,0.4732,18.9941
28672161,2016-10-10 16:31:20.756,810214580,0x07,true,true,true,false,false,false,1216.66,374.662,1183.22,444.911,0.4582,0.478,17.3516,0.5868,0.4729,19.0506
28672193,2016-10-10 16:31:20.789,810214613,0x07,true,true,true,false,false,false,1214.35,453.941,1159.58,447.29,0.4584,0.4784,17.493,0.5868,0.4732,18.8912
28672225,2016-10-10 16:31:20.823,810214647,0x07,true,true,true,false,false,true,1179.31,428.646,1159.35,446.253,0.4583,0.478,16.1004,0.5869,0.4735,17.5707
28672255,2016-10-10 16:31:20.856,810214680,0x07,true,true,true,false,false,true,1061.94,326.703,1145.59,446.431,0.4582,0.478,16.4259,0.5867,0.4731,16.4117
28672302,2016-10-10 16:31:20.889,810214713,0x07,true,true,true,false,false,true,1164.93,281.843,1161.87,442.002,0.4577,0.4778,15.1988,0.5863,0.473,15.9653
28672333,2016-10-10 16:31:20.922,810214746,0x07,true,true,true,false,false,true,1170.76,352.625,1152.47,434.605,0.4574,0.4781,15.8957,0.5856,0.4731,16.3295
28672364,2016-10-10 16:31:20.956,810214780,0x07,true,true,true,false,false,true,1162.58,293.636,1140.21,426.48,0.4566,0.4777,15.4945,0.5852,0.473,16.5467
28672396,2016-10-10 16:31:20.989,810214813,0x07,true,true,true,false,false,true,1211.24,334.837,1149.2,417.89,0.4564,0.4783,15.2917,0.5849,0.4729,16.7684
28672427,2016-10-10 16:31:21.022,810214846,0x07,true,true,true,false,false,true,1012.19,377.223,1139.3,411.807,0.456,0.4784,15.0709,0.5845,0.4731,16.3329
28672458,2016-10-10 16:31:21.056,810214880,0x07,true,true,true,false,false,true,1180.12,405.625,1145,407.106,0.4563,0.4786,15.6535,0.5845,0.4733,16.615
28672490,2016-10-10 16:31:21.089,810214913,0x07,true,true,true,false,false,true,1208.96,459.567,1136.16,404.306,0.4566,0.4791,16.0506,0.5849,0.4733,16.6064
28672536,2016-10-10 16:31:21.122,810214946,0x07,true,true,true,false,false,true,1240.01,466.871,1142.87,404.262,0.4568,0.4792,15.6218,0.5852,0.4734,16.3918
28672568,2016-10-10 16:31:21.156,810214980,0x07,true,true,true,false,false,true,1197.89,369.28,1147.02,403.499,0.4566,0.4788,16.0433,0.5853,0.4733,16.6459
28672598,2016-10-10 16:31:21.189,810215013,0x07,true,true,true,false,false,true,1188.49,470.143,1151.87,403.719,0.4566,0.4794,16.3121,0.5852,0.4738,16.9973
28672629,2016-10-10 16:31:21.222,810215046,0x07,true,true,true,false,false,true,1157.7,440.043,1156.19,404.052,0.4565,0.479,16.1702,0.585,0.4741,17.7425
28672662,2016-10-10 16:31:21.255,810215079,0x07,true,true,true,false,false,true,1242.39,407.63,1161.76,404.48,0.4566,0.4792,16.3794,0.5851,0.4736,16.8619
28672692,2016-10-10 16:31:21.289,810215113,0x07,true,true,true,false,false,true,1211.86,423.684,1165.7,404.904,0.4563,0.4792,16.5568,0.5848,0.4737,16.9353
28672723,2016-10-10 16:31:21.322,810215146,0x07,true,true,true,false,false,true,1162.17,453.699,1168.29,405.56,0.456,0.4792,16.8632,0.5845,0.4737,17.3905
28672770,2016-10-10 16:31:21.355,810215179,0x07,true,true,true,false,false,true,1238.32,372.747,1169.79,405.936,0.4563,0.479,16.7736,0.5846,0.4732,16.8555
28672801,2016-10-10 16:31:21.389,810215213,0x07,true,true,true,false,false,true,1202.68,414.769,1173.34,406.331,0.456,0.4786,16.9661,0.5845,0.4738,17.9295
28672833,2016-10-10 16:31:21.422,810215246,0x07,true,true,true,false,false,true,1194.64,467.136,1177.84,406.902,0.4559,0.479,17.2632,0.5846,0.4737,17.9593
28672864,2016-10-10 16:31:21.455,810215279,0x07,true,true,true,false,false,true,1196.5,430.535,1179.54,407.685,0.4561,0.4791,17.0256,0.5845,0.4733,18.0259
28672896,2016-10-10 16:31:21.489,810215313,0x07,true,true,true,false,false,true,1193.34,443.398,1180.75,408.005,0.4561,0.4792,17.4083,0.5845,0.4734,18.0093
28672927,2016-10-10 16:31:21.522,810215346,0x07,true,true,true,false,false,true,1228.89,466.983,1185.18,408.525,0.4562,0.479,16.7124,0.5844,0.4741,18.6318
28672957,2016-10-10 16:31:21.555,810215379,0x07,true,true,true,false,false,true,1199.05,390.449,1188.68,409.117,0.4561,0.4793,17.0562,0.5844,0.4735,17.7899
28672989,2016-10-10 16:31:21.589,810215413,0x07,true,true,true,false,false,true,1205.67,515.06,1189.51,410.506,0.4561,0.4797,18.1675,0.5842,0.4743,18.9589
28673035,2016-10-10 16:31:21.622,810215446,0x07,true,true,true,false,false,true,1194.32,431.815,1192.38,411.5,0.4561,0.4794,17.3927,0.5845,0.474,18.2952
28673066,2016-10-10 16:31:21.655,810215479,0x07,true,true,true,false,false,true,1188.5,428.494,1193.58,412.744,0.4562,0.4793,17.5259,0.5846,0.474,18.4058
28673098,2016-10-10 16:31:21.689,810215513,0x07,true,true,true,false,false,true,1178.42,402.275,1196.38,413.797,0.4562,0.4794,17.6593,0.5847,0.4737,18.2178
28673129,2016-10-10 16:31:21.722,810215546,0x07,true,true,true,false,false,true,1200.98,368.94,1197.43,415.053,0.4563,0.4792,16.893,0.5847,0.4736,17.7239
28673160,2016-10-10 16:31:21.755,810215579,0x07,true,true,true,false,false,true,1166.64,395.178,1200.44,416.549,0.4561,0.4791,16.862,0.5845,0.4738,18.2733
28673191,2016-10-10 16:31:21.788,810215612,0x07,true,true,true,false,false,false,1218.15,409.31,1239.34,424.319,0.4559,0.4794,17.9614,0.5846,0.4735,18.0815
28673222,2016-10-10 16:31:21.822,810215646,0x07,true,true,true,false,false,false,1258.34,456.811,1194.09,426.621,0.456,0.4795,16.7464,0.5843,0.4738,17.8533
28673269,2016-10-10 16:31:21.855,810215679,0x07,true,true,true,false,false,false,1205.24,427.686,1197.21,427.055,0.4556,0.4793,16.2699,0.584,0.4739,17.7249
28673300,2016-10-10 16:31:21.888,810215712,0x07,true,true,true,false,false,false,1198.65,431.077,1200.04,427.319,0.4552,0.4795,16.6796,0.5838,0.4739,17.3553
28673331,2016-10-10 16:31:21.922,810215746,0x07,true,true,true,false,false,false,1189.32,422.857,1197.92,427.248,0.455,0.4796,17.0692,0.5836,0.474,17.8492
28673364,2016-10-10 16:31:21.955,810215779,0x07,true,true,true,false,false,false,1191.57,429.214,1197.81,427.109,0.4549,0.4798,16.6369,0.5834,0.4741,17.4833
28673394,2016-10-10 16:31:21.988,810215812,0x07,true,true,true,false,false,true,1270.37,410.8,1178.45,427.644,0.4551,0.4796,16.9049,0.5834,0.4742,17.3094
28673426,2016-10-10 16:31:22.022,810215846,0x07,true,true,true,false,false,true,1175.85,449.121,1180.98,427.564,0.4547,0.48,16.4596,0.5832,0.4741,17.5354
28673456,2016-10-10 16:31:22.055,810215879,0x07,true,true,true,false,false,true,1199.4,491.891,1188.26,427.776,0.4548,0.4799,16.695,0.5831,0.4744,17.5403
28673504,2016-10-10 16:31:22.088,810215912,0x07,true,true,true,false,false,true,1235.52,486.688,1183.93,428.823,0.4549,0.4801,16.6705,0.5832,0.4742,17.7671
28673535,2016-10-10 16:31:22.121,810215945,0x07,true,true,true,false,false,true,1170.63,432.758,1186.58,429.445,0.4546,0.4798,16.5542,0.5831,0.474,17.9007
28673565,2016-10-10 16:31:22.155,810215979,0x07,true,true,true,false,false,true,1237.19,367.577,1176.42,430.679,0.4548,0.4792,15.0033,0.5835,0.4741,17.3329
28673597,2016-10-10 16:31:22.188,810216012,0x07,true,true,true,false,false,true,1189.36,473.472,1177.49,431.169,0.4548,0.4801,16.2115,0.5834,0.4742,17.8834
28673628,2016-10-10 16:31:22.221,810216045,0x07,true,true,true,false,false,true,1218.15,388.769,1179.1,431.333,0.455,0.4797,15.4634,0.5835,0.4741,17.5403
28673659,2016-10-10 16:31:22.255,810216079,0x07,true,true,true,false,false,true,1210.31,447.038,1182.83,431.306,0.4549,0.4799,15.7418,0.5835,0.4745,18.1001
28673691,2016-10-10 16:31:22.288,810216112,0x07,true,true,true,false,false,true,1208.81,332.102,1181.57,431.338,0.4549,0.4794,15.494,0.5834,0.4743,17.0964
28673721,2016-10-10 16:31:22.321,810216145,0x07,true,true,true,false,false,true,1205.95,413.453,1183.52,430.905,0.4547,0.4799,15.9182,0.5833,0.4744,17.9659
28673769,2016-10-10 16:31:22.355,810216179,0x07,true,true,true,false,false,true,1181.83,389.247,1183.25,430.558,0.4545,0.4797,15.8667,0.5832,0.4743,17.6584
28673799,2016-10-10 16:31:22.388,810216212,0x07,true,true,true,false,false,true,1224.62,523.331,1184.99,430.404,0.4546,0.4804,16.5804,0.5832,0.4747,18.6714
28673831,2016-10-10 16:31:22.421,810216245,0x07,true,true,true,false,false,true,1260.61,476.152,1184.71,430.682,0.4549,0.4802,16.2816,0.5833,0.4746,18.3542
28673863,2016-10-10 16:31:22.454,810216278,0x07,true,true,true,false,false,true,1167.66,345.66,1193.84,429.349,0.4546,0.4797,15.5593,0.5832,0.4741,17.8134
28673893,2016-10-10 16:31:22.488,810216312,0x07,true,true,true,false,false,true,1256.61,447.043,1202.47,428.045,0.4546,0.4799,18.0428,0.5836,0.4747,19.3595
28673925,2016-10-10 16:31:22.521,810216345,0x07,true,true,true,false,false,true,1220.47,492.888,1203.24,428.213,0.4549,0.48,16.4441,0.5832,0.4745,18.6294
28673955,2016-10-10 16:31:22.554,810216378,0x08,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0
28673987,2016-10-10 16:31:22.588,810216412,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28674034,2016-10-10 16:31:22.621,810216445,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28674065,2016-10-10 16:31:22.654,810216478,0x07,true,true,true,false,false,true,1131.55,992.704,1205.86,431.424,0,0,0,0.5832,0.475,14.7039
28674097,2016-10-10 16:31:22.688,810216512,0x07,true,true,true,false,false,true,1160.87,507.54,1202.6,435.245,0.4545,0.4793,17.6781,0.5831,0.4737,19.1846
28674128,2016-10-10 16:31:22.721,810216545,0x07,true,true,true,false,false,true,1200.86,465.216,1203.11,437.207,0.4543,0.4794,17.0489,0.5834,0.4736,18.8588
28674158,2016-10-10 16:31:22.754,810216578,0x07,true,true,true,false,false,true,1226.97,499.448,1203.04,439.938,0.4544,0.4795,18.222,0.5832,0.4738,19.0563
28674190,2016-10-10 16:31:22.788,810216612,0x07,true,true,true,false,false,true,1198.62,468.375,1204.35,441.683,0.4542,0.4795,18.3176,0.5829,0.4735,19.1887
28674221,2016-10-10 16:31:22.821,810216645,0x07,true,true,true,false,false,true,1237.88,471.306,1204.23,443.638,0.4542,0.4798,17.4409,0.5829,0.4735,18.3839
28674268,2016-10-10 16:31:22.854,810216678,0x07,true,true,true,false,false,true,1192.35,498.613,1204.36,445.681,0.454,0.4799,17.6498,0.5827,0.4739,19.6008
28674300,2016-10-10 16:31:22.887,810216711,0x07,true,true,true,false,false,true,1195.98,530.412,1204.48,447.959,0.4539,0.4801,18.1302,0.5826,0.4739,19.8815
28674330,2016-10-10 16:31:22.921,810216745,0x07,true,true,true,false,false,true,1250.79,453.466,1206.85,449.861,0.4539,0.4797,17.2119,0.5827,0.4738,19.1355
28674362,2016-10-10 16:31:22.954,810216778,0x07,true,true,true,false,false,true,138.795,995.705,1207.12,453.573,0,0,0,0.5789,0.4756,6.5504
28674392,2016-10-10 16:31:22.987,810216811,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28674423,2016-10-10 16:31:23.021,810216845,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28674456,2016-10-10 16:31:23.054,810216878,0x04,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0
28674501,2016-10-10 16:31:23.087,810216911,0x07,true,true,true,false,false,true,1238.13,583.974,1207.96,461.48,0.4518,0.48,16.8581,0.5806,0.4737,17.6845
28674534,2016-10-10 16:31:23.121,810216945,0x07,true,true,true,false,false,true,1254.48,480.075,1211.11,465.454,0.4521,0.4795,17.1123,0.5808,0.4729,19.3674
28674565,2016-10-10 16:31:23.154,810216978,0x07,true,true,true,false,false,true,1217.54,484.396,1213.78,468.547,0.4522,0.4788,16.9493,0.5809,0.4726,19.049
28674595,2016-10-10 16:31:23.187,810217011,0x07,true,true,true,false,false,true,1199.48,425.925,1218.57,470.117,0.4525,0.478,16.5133,0.581,0.4717,19.2613
28674627,2016-10-10 16:31:23.221,810217045,0x07,true,true,true,false,false,true,1192.1,421.288,1212.85,473.275,0.4524,0.4775,16.8259,0.5812,0.4709,18.5211
28674657,2016-10-10 16:31:23.254,810217078,0x07,true,true,true,false,false,false,1236.35,413.406,1382.8,429.981,0.4526,0.4768,16.3499,0.5812,0.4706,18.788
28674690,2016-10-10 16:31:23.287,810217111,0x07,true,true,true,false,false,false,1217.74,475.197,1180.83,466.065,0.4523,0.4768,16.3593,0.5809,0.4707,19.1722
28674720,2016-10-10 16:31:23.320,810217144,0x07,true,true,true,false,false,false,1204.14,435.597,1198.3,457.136,0.452,0.477,16.7657,0.5808,0.4706,19.342
28674767,2016-10-10 16:31:23.354,810217178,0x07,true,true,true,false,false,false,1190.06,491.596,1184.49,456.019,0.4516,0.4778,17.4718,0.5805,0.4711,18.9634
28674799,2016-10-10 16:31:23.387,810217211,0x07,true,true,true,false,false,false,1193.77,428.852,1157.75,456.086,0.4515,0.4778,16.6807,0.5805,0.4717,19.4222
28674830,2016-10-10 16:31:23.420,810217244,0x07,true,true,true,false,false,false,1229.56,418.62,1176.83,454.461,0.4519,0.4784,17.1236,0.5807,0.4719,19.4858
28674861,2016-10-10 16:31:23.454,810217278,0x07,true,true,true,false,false,true,1363.84,422.459,1205.22,452.737,0.4521,0.4786,17.2398,0.5808,0.472,19.4742
28674892,2016-10-10 16:31:23.487,810217311,0x07,true,true,true,false,false,true,1240.34,478.119,1225.9,453.775,0.4523,0.479,18.5454,0.5812,0.4718,19.4594
28674923,2016-10-10 16:31:23.520,810217344,0x07,true,true,true,false,false,true,1202.88,491.955,1223.53,453.782,0.4525,0.4784,18.2887,0.5814,0.4717,19.6386
28674955,2016-10-10 16:31:23.554,810217378,0x07,true,true,true,false,false,true,1210.4,470.013,1221.92,454.001,0.4531,0.4782,17.8202,0.5818,0.4714,20.0112
28675002,2016-10-10 16:31:23.587,810217411,0x07,true,true,true,false,false,true,1204.52,536.269,1218.28,454.778,0.4534,0.4784,18.6747,0.5822,0.4715,19.577
28675033,2016-10-10 16:31:23.620,810217444,0x07,true,true,true,false,false,true,1183.75,456.465,1214.5,455.224,0.4533,0.4781,18.734,0.5824,0.4714,19.2107
28675064,2016-10-10 16:31:23.653,810217477,0x07,true,true,true,false,false,true,1187.67,451.86,1212.29,455.689,0.4535,0.478,18.1124,0.5826,0.4714,19.2227
28675095,2016-10-10 16:31:23.687,810217511,0x07,true,true,true,false,false,true,1233.87,428.846,1212.87,456.224,0.4537,0.4777,17.5577,0.5826,0.4718,19.3539
28675126,2016-10-10 16:31:23.720,810217544,0x07,true,true,true,false,false,true,1219.97,486.882,1213.01,456.831,0.4534,0.4782,18.4267,0.5822,0.4721,19.8657
28675158,2016-10-10 16:31:23.753,810217577,0x07,true,true,true,false,false,true,1248.87,473.99,1214.2,457.564,0.4529,0.4783,17.3581,0.5818,0.4721,19.7155
28675188,2016-10-10 16:31:23.787,810217611,0x07,true,true,true,false,false,true,1248.15,485.903,1215.67,458.369,0.4523,0.4783,18.2633,0.581,0.472,19.7313
28675236,2016-10-10 16:31:23.821,810217645,0x07,true,true,true,false,false,true,1202.63,439.77,1214.11,458.736,0.4517,0.4782,18.0707,0.5809,0.4717,19.4354
28675266,2016-10-10 16:31:23.854,810217678,0x07,true,true,true,false,false,true,1175.66,488.044,1214.91,459.392,0.4517,0.4785,19.0479,0.5807,0.4719,19.9144
28675297,2016-10-10 16:31:23.888,810217712,0x07,true,true,true,false,false,true,1219.66,471.057,1216.29,460.03,0.452,0.4781,17.6108,0.5807,0.4719,19.5074
28675329,2016-10-10 16:31:23.921,810217745,0x07,true,true,true,false,false,true,1174.05,417.961,1223.64,460.567,0.4519,0.4778,17.9279,0.5807,0.4713,19.5783
28675359,2016-10-10 16:31:23.954,810217778,0x07,true,true,true,false,false,true,1183.08,430.831,1224.26,460.797,0.4519,0.478,19.1767,0.5809,0.471,20.0189
28675392,2016-10-10 16:31:23.988,810217812,0x07,true,true,true,false,false,true,1235.96,529.834,1224.65,461.261,0.4524,0.4785,19.5431,0.5812,0.4717,20.3186
28675423,2016-10-10 16:31:24.021,810217845,0x07,true,true,true,false,false,true,1184.96,492.483,1223.42,461.75,0.4524,0.4782,19.1339,0.5813,0.4717,20.2339
28675453,2016-10-10 16:31:24.054,810217878,0x07,true,true,true,false,false,true,1176.58,485.207,1221.11,462.216,0.4526,0.4785,19.5928,0.5816,0.4714,20.3939
28675501,2016-10-10 16:31:24.087,810217911,0x07,true,true,true,false,false,true,1239.99,497.281,1220.39,462.862,0.453,0.4785,19.708,0.5819,0.4715,20.7971

